SURNAMES,MALE,FEMALE,
Bessa,Audo,Baucis,
Bessarion,Audoen,Baudegundis,
Besse,Audoenus,Baufte,
Bessette,Audoin,Bauin,
Besson,Audomar,Bauke,
Bessy,Audoneus,Bausanne,
Bester,Audouin,Bauteut,
Beteille,Audramnus,Bava,
Bethmann,Audri,Bavacin,
Betker,Augebert,Bavin,
Betrutti,Augias,Bea,
Betsch,Auguinare,Beat,
Bettinelli,Augustinus,Beatasis,
Bettini,Auletes,Beaten,
Bettiza,Aunger,Beatrice,
Beukema,Aunsellus,Beatricia,
Beul¾,Aurel,Beatricie,
Bevis,Aurken,Beatricis,
Beyer,Aurre,Beatrix,
Beyleveld,Aurri,Béatriz,
Beylier,Ausout,Beattie,
Bezace,Austin,Beatty,
Bezuyen,Austinus,Beautrice,
Bezzenberg,Austyn,Bechte,
Biacchi,Autesion,Becke,
Bianchetti,Autgar,Becok,
Bianchini,Authari,Bedaio,
Bianco,Autodikos,Bedeluue,
Biaram,Autolycus,Bee,
Biavaschi,Autolykos,Begga,
Bidaola,Automedon,Begoa,
Bidaurreta,Autonous,Begona,
Biebow,Auveray,Belanda,
Biedermeier,Auvere,Belaskita,
Biele,Auveré,Belate,
Bielenberg,Auvrai,Belegardis,
Bielenstein,Auxitius,Bellisente,
Bieler,Auxkin,Beloke,
Bierhoff,Avenel,Beltzane,
Biestman,Averardus,Bena,
Bietak,Averay,Bencelina,
Biez,Avere,Benet,
Bigeard,Averet,Bengoa,
Bigeois,Averey,Bengoara,
Bigica,Averitt,Bengolarrea,
Bigot,Avery,Benigna,
Bihlmeyer,Avienus,Bennitt,
Bikandi,Avila,Benoite,
Bilencourt,Axular,Beraza,
Billerey,Axylus,Berberana,
Billius,Aylard,Berehta,
Bills,Aylbricht,Berenda,
Bimbenet,Aylewynus,Berenga,
Binaghi,Aylmer,Berengaria,
Binder,Aylmerus,Bérengère,
Binoche,Aymar,Berenike,
Binus,Aymer,Berezi,
Biondi,Aymeri,Bergard,
Birindelli,Aymie,Bergundis,
Birnbaum,Aymon,Berhta,
Bisaillon,Ayol,Beriungis,
Bischoff,Azeari,Berna,
Bischoffshausen,Azelinus,Bernadette,
Bislimi,Azémar,Bernewief,
Biteri,Azer,Bernewif,
Bitschi,Azeus,Berta,
Bittenbinder,Azibar,Bertaida,
Bittinger,Aznar,Berte,
Bittner,Azorius,Bertha,
Bizi,Aztore,Berthildis,
Bizos,Azubeli,Berthlenda,
Blaga,Azur,Bertildis,
Blagoev,Azzo,Bertliana,
Blaikie,Baalhaan,Bertrada,
Blanchard,Babai,Bertruda,
Blanche,Babylas,Bertswinda,
Blanck,Bacauda,Berzijana,
Blanco,Bacchides,Bete,
Blandiana,Bacchios,Betiko,
Blangi,Bacchylides,Betisa,
Blank,Bacenor,Betje,
Blasser,Bacis,Betlindis,
Blassneck,Baderon,Beton,
Blauvelt,Badouim,Betrice,
Blazsanyik,Badua,Betrys,
Bleekemolen,Baduaruis,Betryse,
Bleeker,Baduila,Betteresse,
Bleneau,Baerius,Bettin,
Blenker,Baiardo,Bettina,
Bleom,Baiarte,Bettrice,
Blevigne,Baiona,Bettris,
Bleyck,Bakar,Bettrys,
Bleyenberg,Baladi,Betune,
Bliche,Balan,Bianca,
Blijlevens,Balasi,Bibie,
Blind,Baldavin,Bidane,
Blinkerhof,Baldemarus,Biddy,
Bloch,Baldewin,Biedeluue,
Block,Baldewyn,Biétris,
Bloeckner,Baldewyne,Biétrix,
Bloem,Baldric,Biétriz,
Blom,Balduin,Biétron,
Blòmel,Baldwyn,Bihotz,
Blommaert,Balendin,Bikarregi,
Blommen,Baleren,Bilda,
Blondeau,Balesio,Bingene,
Blondel,Balian,Binhildis,
Bloodgood,Baligant,Biolarra,
Blosbeville,Balius,Bioti,
Blouet,Bangin,Bito,
Blouin,Baptiste,Bittore,
Blum,Barat,Bittori,
Blume,Barates,Bitxi,
Bluteau,Baraxil,Bitxilore,
Bo,Bardas,Bixenta,
Boas,Bardin,Bizkaia,
Boazza,Bardo,Bizkargi,
Bobbio,Bardol,Blanch,
Bobo,Bardolf,Blanchette,
Bobot,Bardolphus,Blanchia,
Bocande,Bardulphus,Blaunche,
Boccanegra,Barea,Blench,
Boccanera,Baret,Blissot,
Boccapecci,Barnard,Blitekin,
Boccasino,Barnet,Blitha,
Boccherini,Barnier,Blonde,
Bocci,Baro,Bobila,
Bochette,Barret,Boime,
Bochinsky,Barrett,Boke,
Bock,Barthélemy,Boltiarda,
Bockhold,Bartholomeus,Bonajoia,
Bocquet,Bartram,Bonassias,
Bocskay,Bartrem,Bonne,
Bodart,Basajaun,Bonoque,
Bodei,Basan,Bore,
Boden,Basbrun,Boukje,
Bodenheimer,Basequin,Bova,
Boderode,Basile,Boviardis,
Body,Basileides,Bragwayn,
Boeke,Basileios,Brangwayna,
Boel,Basiliakos,Brangwine,
Boenne,Basilides,Branwyne,
Boertgens,Basilius,Braya,
Boerth,Basill,Brechtje,
Boeuf,Baso,Bride,
Boeyhaert,Basuin,Bridget,
Boeykens,Basyle,Brigette,
Bogaardt,Bathyaes,Brigida,
Bogaert,Batsuen,Brigit,
Bogarde,Batzas,Brigitta,
Bogardus,Baudet,Brise,
Bogart,Baudkin,Briseis,
Bogen,Baudoin,Brune,
Bogert,Baudouin,Brunehaut,
Bogliolo,Baudoyn,Brunisente,
Bogoescu,Baudry,Brunissende,
Bohlen,Baugulf,Bryde,
Bohm,Bausan,Buiondo,
Bohman,Baut,Burgondo,
Böhmer,Bauto,Burgundefara,
Bohon,Bavo,Burtzea,
Bohringer,Bawden,Bytzel,
Boileau,Bayard,Byzantia,
Boirot,Baynard,Caenis,
Bois,Baza,Caesaria,
Boisellier,Bazil,Caleope,
Boisivon,Bazkoare,Calla,
Boislevesque,Bazzo,Callianeira,
Boissel,Beat,Callianessa,
Boitano,Beatus,Calliphana,
Boivin,Beaudonnier,Calypso,
Boja,Beaudouin,Camilla,
Boje,Begon,Campana,
Bojilov,Begue,Canace,
Bojin,Behe,Candida,
Bolam,Beila,Carmel,
Bolbec,Bela,Cassander,
Boldrini,Belasko,Cassandre,
Bolla,Belin,Cassandry,
Bollaert,Belos,Casse,
Bollati,Beltxe,Castianiera,
Bollens,Beltza,Catarine,
Boller,Benat,Catel,
Bolm,Bendis,Catelin,
Bolognesi,Bendy,Cateline,
Bologni,Benedick,Catella,
Bolsens,Benedictus,Catelot,
Bolsius,Benedicus,Caterina,
Bolssens,Beneger,Caterine,
Bolzoni,Beneoit,Catering,
Bombacci,Benéoit,Catharine,
Bomberger,Beneoite,Catherine,
Bommarito,Benet,Catherne,
Bompiano,Benett,Catin,
Bonaccorsi,Beneyt,Catlin,
Bonacelli,Bénezet,Caton,
Bonacieux,Benger,Catrina,
Bonaiceti,Benild,Cattern,
Bonaiuncta,Benkamin,Cattle,
Bonaly,Bennet,Cecely,
Bonamoni,Benoet,Cecelya,
Bonauiti,Benoiet,Cecelyna,
Boncompagni,Benoist,Cecil,
Bondeville,Benoit,Cecili,
Bondoufle,Beppolenus,Cecilia,
Bonel,Berahthraben,Cecilie,
Bonelli,Berart,Cecille,
Bonello,Berasko,Cecillia,
Bonen,Berbiz,Cecy,
Bonenffant,Berchar,Ceday,
Bonet,Berdaitz,Celestine,
Boneta,Berdoi,Celestria,
Boneth,Beremundo,Celia,
Bonfrere,Berend,Celina,
Bongaert,Berengar,Cervella,
Bonger,Berengarius,Cesarea,
Bongert,Berengerius,Chantal,
Bonifacio,Berengerus,Charis,
Bonizo,Berengier,Charito,
Bonn,Berhdoldus,Charity,
Bonnard,Berhtolf,Childebertana,
Bonnat,Béri,Chione,
Bonnefroy,Berico,Chiore,
Bonner,Berig,Chloe,
Bonneville,Berimud,Chloë,
Bonnissel,Berimund,Chloris,
Bonnot,Berin,Chlotichhilda,
Bonometti,Beringaer,Chlotsuintha,
Bonomi,Beringer,Chrisoogone,
Bontempi,Berinhard,Christina,
Bontin,Bernar,Chryse,
Bontoux,Bernard,Chryseida,
Bonvalet,Bernardus,Chryseis,
Bonvoisin,Bernart,Chrysothemis,
Bony,Bernat,Chuna,
Boodts,Bernier,Chunegundis,
Boogaard,Berno,Chydleluve,
Boogert,Bero,Cicely,
Boome,Beroald,Cicilia,
Boomer,Beroldus,Cicily,
Boon,Berolt,Cilia,
Boone,Berriotxoa,Cilissa,
Bopurgin,Bert,Cilla,
Borain,Bertaut,Circe,
Borbala,Bertelis,Cisse,
Borcellino,Berteram,Cissie,
Bordeaux,Berthaire,Cissota,
Bordel,Berthar,Clamancia,
Bordelon,Berthomieu,Clara,
Borden,Bertie,Clarae,
Bordieu,Bertilo,Claramunda,
Bordiga,Bertin,Clarcia,
Bordon,Bertol,Clarell,
Bordreuil,Bertramus,Claremonde,
Bordui,Bertran,Clariandra,
Bordurin,Bertrand,Claribel,
Bore¾,Bertrannus,Clarice,
Borély,Bertrant,Claricia,
Borev,Bertulf,Claricie,
Borgeling,Berwelfus,Clarimond,
Borghese,Besgun,Clariscia,
Borghi,Bessa,Clarissa,
Borghini,Bessas,Clarisse,
Borgond,Bessi,Claritia,
Bori,Besso,Clarrie,
Borimirov,Betadur,Clarry,
Bormann,Betan,Clarugge,
Boroi,Beti,Clemencia,
Boros,Betin,Clemency,
Borot,Betyn,Clemenicia,
Borreco,Beuca,Clemens,
Borromeo,Beucad,Clementia,
Borromini,Beuve,Clementina,
Borsellino,Beuves,Clementine,
Borunda,Beves,Cler,
Boryn,Bevon,Cleremunda,
Bos,Bezilo,Clericia,
Bosanquet,Bianor,Climence,
Bosc,Bias,Clio,
Boscardin,Bibianus,Clodauuiua,
Bosch,Biche,Clothild,
Boscocuro,Bidari,Clotrada,
Boshnjaku,Bide,Clymence,
Bosiet,Bidun,Clymene,
Bosio,Bigelis,Clymere,
Bosler,Bihar,Colecta,
Bosman,Bikendi,Coleite,
Bosquet,Bilbo,Colet,
Bossard,Bilimer,Coleta,
Bossicar,Bilintx,Colète,
Bossoire,Billebaut,Colett,
Bostel,Bingen,Coletta,
Boteler,Binizo,Colina,
Botelho,Bion,Colleite,
Boterel,Birila,Collette,
Botes,Birinus,Colubra,
Botev,Birjaio,Columba,
Botha,Bisaltes,Comito,
Boti,Bisinus,Concepcion,
Botiglieri,Biton,Condors,
Botin,Bittor,Conegont,
Botsaris,Bitxintxo,Conegundis,
Bottanet,Bixente,Conegunt,
Botte,Bixintxo,Consolantia,
Bottello,Bizi,Constancia,
Bottesini,Bladi,Constantia,
Botticelli,Blaise,Constantina,
Bouchard,Blaive,Constanza,
Bouchet,Blancandrin,Contzel,
Bouchez,Blanko,Corinne,
Bouchier,Blasius,Corythia,
Boud,Blathyllos,Coulombe,
Boudin,Blaze,Crapahildis,
Boudouani,Blutmund,Cratais,
Boudouris,Bob,Cresseid,
Bougart,Bobbie,Cressid,
Boughé,Bobby,Creusa,
Bouic,Bobo,Crisa,
Bouillon,Bobs,Criseida,
Boulais,Bochard,Criseyde,
Boulange,Bodenolf,Cristehildis,
Boulez,Bodkin,Cristemburga,
Boulianne,Bodo,Cristemia,
Boulineau,Bodolev,Cristyne,
Boulot-Tolle,Bodoloff,Ctimene,
Bourassa,Bodwine,Cunegund,
Bourchier,Boethius,Cunegundis,
Bourdekin,Boethus,Cus,
Bourdet,Bohle,Cuss,
Bourdieu,Boiorix,Cussata,
Bourdin,Boje,Cust,
Bourdy,Boltof,Custa,
Bourel,Bomilcar,Custanc,
Bourelly,Bon-Ami,Custance,
Bourgeat,Boneface,Custancia,
Bourgeau,Bonifacius,Custans,
Bourgeoys,Bonifatius,Custe,
Bourget,Bonne,Custins,
Bourgoing,Bonyface,Cvenild,
Bourgonje,Boodes,Cybele,
Bourgouin,Borani,Cycalye,
Bourlet,Borchert,Cycly,
Bourneuf,Bordat,Cydippe,
Bourneville,Borjes,Cymodoce,
Bourque,Bortzaioriz,Cymothoe,
Boursier,Borus,Cyneburga,
Boursin,Boso,Cyniburg,
Bouscholte,Bostar,Cyra,
Boussac,Boter,Cyrene,
Boussod,Botolfe,Cyrilla,
Boutard,Botolph,Cythereia,
Boutayre,Botulf,Cytheris,
Boutellier,Bouchard,Dadin,
Bouteyre,Bouke,Dagarada,
Boutiette,Bovo,Damaris,
Boutin,Braga,Damaspia,
Boutter,Brandila,Dameta,
Bouvard,Brantome,Dametta,
Bouvron,Bretonnet,Damia,
Bouwer,Brianus,Damiane,
Bovie,Briareus,Damisona,
Boyer,Briarus,Danaë,
Boyette,Brice,Danburga,
Boymans,Bricet,Dania,
Bozon,Briceus,Darklis,
Bozzetto,Bricot,dear/beloved,
Braasch,Brien,Decima,
Bracci,Brienus,Deianeira,
Bracciolini,Brison,Deineira,
Bracco,Britius,Deio,
Bracher,Brocard,Deiphobe,
Brack,Broder,Deipyle,
Brackmann,Bruiant,Delias,
Braconie,Brune,Deloys,
Braconnier,Bruno,Demetria,
Bracquemond,Brunte,Demophile,
Bradt,Bruyant,Demuth,
Bradwardine,Bryan,Denis,
Bragaghio,Bryant,Dennet,
Bragantini,Bryennius,Denote,
Bragger,Brygos,Deonisia,
Brai,Bucoli,Deonysia,
Bramante,Bulis,Desdemona,
Bramati,Burchard,Desiderata,
Branca,Burconius,Desirata,
Brancati,Burel,Destasia,
Branco,Burgundus,Dever,
Brandi,Burkardus,Dexamene,
Brandini,Burnel,Diamanda,
Brandl,Burni,Diana,
Brando,Burrhus,Dianeme,
Brandoni,Burutzagi,Dido,
Braschi,Buselin,Didyma,
Brasco,Butacidas,Diene,
Brassard,Butilin,Dilli,
Brasseur,Butlilinus,Dillo,
Bratiano,Caine,Dinae,
Brattbakk,Callimachus,Dinah,
Braud,Callimorphus,Diomede,
Braun,Callinicus,Dione,
Braund,Calopodius,Dionis,
Brauner,Canbeus,Dionisia,
Braunsberger,Candac,Dionycia,
Braunsteiner,Cannabas,Dionysia,
Brazzi,Cannabaudes,Diot,
Brebeuf,Cantacuzenes,Diota,
Brébeuf,Canute,Dirce,
Brecht,Canutus,Dirtje,
Brechu,Cappi,Disdemona,
Bredder,Capuel,Distira,
Bredenbent,Carbo,Doda,
Brees,Carellus,Dodda,
Bregar,Carenos,Dodie,
Bregmestre,Carinus,Dodo,
Bregonzi,Carle,Dolichena,
Brehaut,Carloman,Doll,
Brehmer,Carlon,Dolly,
Brehn,Carneades,Dolore,
Breinlich,Carpophorus,Dolores,
Breitling,Carpus,Doltza,
Breitmayer,Carthalo,Domeka,
Brembilla,Casambus,Domentzia,
Bremini,Caschin,Dominica,
Brendel,Casjen,Dominixe,
Brenden,Caspar,Dominy,
Brenet,Cassyon,Domnica,
Brenner,Castinus,Domnola,
Brennicke,Castor,Donada,
Brentjens,Ceas,Donata,
Brereton,Cebriones,Donetzine,
Brescia,Celeas,Doniantsu,
Bresciani,Centule,Donianzu,
Bretel,Cephalos,Donnet,
Breteuil,Cepheus,Dora,
Breton,Cephissos,Dorate,
Bréton,Cerularius,Dorathea,
Bretteville,Cethegus,Dorathia,
Breu,Ceubasnus,Dorcas,
Breuer,Ceufroy,Dorée,
Breughel,Ceyx,Doreen,
Breukink,Chabrias,Dorette,
Brèvedent,Chacili,Doria,
Brevort,Chaeremon,Doris,
Breyandt,Chairophon,Dorleta,
Brezeanu,Chal,Dorothea,
Brezin,Chalcodon,Dorthy,
Brezzi,Chalcon,Dorythye,
Briane,Chalie,Dot,
Briatore,Chalin,Dota,
Briatori,Challemmeinne,Dothy,
Brimou,Challemoinne,Doto,
Brindal,Challes,Dottie,
Brink,Charax,Douce,
Brinkerhoff,Charegiselus,Doue,
Brinon,Chares,Dousabel,
Brion,Charibert,Dousable,
Briot,Charidemos,Douset,
Briouse,Charilaus,Dousin,
Briquet,Charillos,Douze,
Briqueville,Charle,Dowsabel,
Brissaud,Charlemayn,Dowse,
Brissault,Charles,Dowzable,
Brisson,Charlet,Drosis,
Brits,Charlot,Drueta,
Brix,Charlys,Drusilla,
Broc,Charmides,Drypetis,
Broccoli,Charon,Duce,
Brochard,Charopos,Duda,
Brochet,Chartain,Dulanto,
Broci,Chatbert,Dulcia,
Brockhaus,Chazili,Dulcibella,
Broeckaert,Cheiron,Dulcie,
Broissia,Cheldric,Dulcinea,
Bronckhorst,Chenric,Duleia,
Brosseau,Chernubles,Dunixe,
Brott,Chersis,Durilda,
Brouset,Chik,Dusa,
Broussard,Chilbudius,Dussabel,
Brout,Childebert,Dussabele,
Brouwer,Childebrand,Duszabell,
Brouzet,Childeric,Duua,
Brower,Chileos,Duva,
Brozi,Chilon,Duze,
Brubaker,Chilperic,Dyana,
Bruch,Chindasuinth,Dynamene,
Brück,Chlodmer,Dyonisia,
Bruckner,Chlodovech,Dyonisya,
Brucy,Chlodowig,Dyot,
Brugmann,Chlotar,Dyota,
Brugmans,Choerilos,Ead,
Bruhne,Choeros,Eadburga,
Bruijn,Chonrad,Eadgithu,
Brulois,Chremes,Eadgyth,
Brune,Chremon,Eadgytha,
Bruneau,Chremonides,Eadida,
Brunelleschi,Chretzo,Eadie,
Brunet,Chrezzo,Eadita,
Brunetti,Chrisogon,Eadu,
Bruni,Christoboulus,Earthelinda,
Brunius,Christophorus,Eberhild,
Brunn,Chrodegang,Ebertana,
Brunner,Chromis,Eburhild,
Bruno,Chromius,Eburhilt,
Bruns,Chroniates,Eda,
Bruyas,Chrysaor,Edan,
Bruylant,Chryses,Edborough,
Bruyn,Chrysippos,Edburga,
Brys,Chrysogones,Edda,
Bryssinck,Chrysogonus,Edde,
Buanoroti,Chrysolorus,Edden,
Bucer,Chustaffus,Eddiva,
Buchalter,Cilix,Eddiz,
Buchert,Cineas,Eddusa,
Buchholz,Cinyras,Ede,
Buchleitner,Ciprianus,Edeberga,
Buchner,Cisses,Edeborg,
Bucholtz,Cisseus,Eded,
Buchon,Clair,Edekin,
Buci,Clairac,Edelin,
Budé,Clarebald,Edelina,
Buder,Clarembald,Edeline,
Budi,Clarembaut,Edelinne,
Budo,Claren,Edelot,
Buelens,Clarenbald,Eden,
Buenaventura,Clarien,Ederne,
Buettner,Clarifant,Ederra,
Bufi,Clarin,Edeua,
Bugge,Clarus,Edeva,
Buhle,Claudien,Edged,
Buhler,Cleades,Edgida,
Buia,Cleandros,Edgidia,
Buikema,Cleathes,Edgyth,
Bujold,Cleisthenes,Edgyue,
Bukhalov,Clem,Edhida,
Buksbaum,Clemens,Edhiva,
Bulgarini,Clement,Edid,
Bulli,Cleobulus,Edied,
Buma,Cleodaeos,Ediet,
Bumbescu,Cleombrotos,Edihe,
Bunge,Cleomenes,Edila,
Bunjaku,Cleon,Edine,
Bunul,Cleonicus,Edit,
Buon,Cleonymus,Editha,
Buonaiuti,Cleph,Edithe,
Buonconte,Clerebald,Ediua,
Buozzi,Clerenbald,Ediva,
Buque,Climborin,Ediz,
Burchard,Climençon,Edney,
Burci,Climent,Edolina,
Burdg,Clinias,Edon,
Burgaleta,Clisthenes,Edonea,
Burgdorf,Clodomir,Edony,
Burger,Clonius,Edume,
Burghardt,Clotaire,Edurne,
Burgis,Clothair,Edurtzeta,
Burgoa,Clovis,Edus,
Burgsmuller,Clymençon,Edy,
Burguet,Clyment,Edytha,
Burian,Clytius,Edyva,
Burin,Clytomedes,Effam,
Burkholder,Cniva,Effemy,
Burm,Cnivida,Effie,
Burmann,Cnoethos,Effim,
Burnstein,Cobbo,Effum,
Buron,Cobon,Eflead,
Burpo,Codros,Ega,
Bursigni,Coenus,Egecin,
Burti,Coeranus,Egelina,
Burtin,Coes,Egeluuara,
Burtis,Cois,Egeria,
Burty,Colbert,Egesburga,
Burville,Colias,Egesloga,
Busald,Colluthus,Egiarte,
Buscan,Comentas,Egilior,
Busch,Comentiolus,Egina,
Buschmann,Cometas,Eglantine,
Busemann,Comitas,Eglentina,
Buser,Comitiolus,Eglentine,
Bushaj,Conandus,Eguene,
Bushati,Conanus,Eguzki,
Busnois,Conayn,Eguzkie,
Buso,Conon,Ehgelhild,
Busoni,Constans,Ehgeluuara,
Busquent,Constantianus,Eider,
Buss,Constantinianus,Eidita,
Bussotti,Constantinus,Eidothee,
Busto,Cöon,Eilaria,
Butacu,Copreus,Eileithyia,
Büttner,Corbinian,Eileua,
Buttone,Cordylion,Eileue,
Buys,Corippus,Eileve,
Buytaert,Cornel,Eilieue,
Buzaine,Cornelys,Eimde,
Buzoku,Corney,Ejte,
Buzzacarina,Coronos,Ekhie,
Bytygi,Corydallos,Ela,
Cabal,Corydon,Elaia,
Cabanel,Cosmas,Elaine,
Cabaner,Costaine,Elaisse,
Cabral,Costan,Elana,
Cabrini,Costane,Elaria,
Cacadino,Costetine,Elayne,
Cacaj,Costin,Elcmene,
Caccianemici,Coumyn,Eldid,
Caccini,Courtois,Eldit,
Caccio,Cozard,Elduara,
Cacciola,Crathis,Eleanora,
Cachemaille,Cratinus,Electra,
Cadaloba,Cratippus,Elen,
Cadalora,Crépin,Elena,
Cadart,Crescentius,Elene,
Cadeloro,Cresconius,Eleua,
Cadete,Cressant,Elewisa,
Cadmus,Cressin,Elewys,
Cadoni,Cretheus,Eleyn,
Caeiro,Crethon,Eleyne,
Caen,Cretines,Elfgifu,
Caetani,Crios,Elflet,
Cafagna,Crispian,Elfleta,
Cafasso,Crispianus,Elfred,
Cafu,Crispin,Elfrid,
Caillebotte,Crispinian,Elfrida,
Caillet,Crispinianus,Elftrudis,
Cailli,Crispinus,Elgiva,
Caillot,Cristianus,Elia,
Cailloux,Crocus,Elianor,
Cailteux,Croesus,Elianora,
Cairon,Cronos,Elicia,
Cajani,Crotila,Elin,
Calabrese,Cteatus,Elinor,
Calabresi,Ctesippus,Elinora,
Calado,Cudbert,Elisabete,
Calandrini,Cudbriht,Elison,
Calasanz,Cuddey,Elisot,
Calazzo,Cuddie,Elisota,
Caldeira,Cuddy,Elixabete,
Calderara,Cunigast,Elixane,
Calens,Cunimund,Elizabeth,
Cali,Cuno,Elizamendi,
Caliari,Cunradus,Elizmendi,
Calicchio,Cuphagoras,Elkano,
Califano,Curincpert,Ella,
Calitz,Curteis,Ellaire,
Callara,Cuthbrid,Ellen,
Callens,Cyberniskos,Ellene,
Callier,Cycnus,Ellenor,
Calmes,Cylon,Ellerete,
Calmette,Cynaegiros,Ellice,
Calosso,Cyncus,Ellie,
Cals,Cyneas,Ellin,
Calvino,Cyniscus,Ellot,
Calvocoressi,Cyon,Ellota,
Calza,Cyprian,Ellyn,
Calzaghe,Cypselos,Elmerich,
Calzolai,Cyr,Eloisa,
Camac,Cyrenios,Eloise,
Camardiel,Cyriack,Elorriaga,
Cambarabero,Cyricus,Elota,
Cambrai,Cyril,Elpir,
Cambria,Cyrila,Else,
Camdessus,Cytorissos,Elsebeth,
Camelot,Dabi,Elske,
Camenzind,Dadaces,Elueua,
Camerier,Dado,Eluiua,
Camerman,Daedalos,Eluiue,
Camossi,Daetor,Eluned,
Campagne,Dagilo,Elurreta,
Campana,Dagobert,Eluska,
Campanaro,Dailus,Eluyua,
Campiche,Daimbert,Elveva,
Campigli,Dalfin,Elvina,
Campion,Dalmas,Elwisia,
Campione,Dalmatius,Elyenora,
Campisi,Daluce,Elyne,
Campo,Damasippus,Elysande,
Camporese,Damasithymos,Elysant,
Campouyre,Damasos,Elyscia,
Camus,Damastor,Ema,
Cana,Damasus,Emayn,
Canaigres,Damian,Emblem,
Canalo,Damianos,Emblema,
Cananis,Damianus,Emblen,
Canarica,Damiskos,Emblin,
Canavaro,Dammo,Emblyn,
Candela,Damoetas,Emecin,
Candeloro,Damon,Emelenine,
Canepanova,Danaos,Emelin,
Canessa,Danaus,Emelina,
Canfora,Danel,Emeline,
Canigiani,Daniel,Emelisse,
Canio,Danielus,Emelnie,
Cannavaro,Danje,Emelot,
Cannavo,Danor,Emelote,
Canniff,Dapamort,Emeloth,
Cannizzaro,Daphis,Emeludt,
Cano,Daphnis,Emelye,
Canonica,Dardanus,Emelyn,
Canonicca,Dares,Emelyne,
Canouville,Darius,Emengar,
Canova,Daufari,Emenjart,
Cant,Daufer,Emeny,
Cantacuzino,David,Emeria,
Cantagalli,Davos,Emerita,
Cantavalle,Decentius,Emerlee,
Cantimori,Decke,Emersende,
Cantone,Dederic,Emery,
Cap,Dederich,Emilia,
Capano,Dederick,Emlin,
Capasso,Dedericus,Emlyn,
Capeci,Deenes,Emm,
Capelle,Deenys,Emma,
Capelli,Degarre,Emmanaia,
Capello,Degore,Emme,
Capirossi,Dei,Emmelina,
Capitanio,Deigenhardus,Emmeline,
Capobianco,Deinias,Emmet,
Capodistria,Deinokrates,Emmete,
Cappaert,Deinomenes,Emmony,
Cappeart,Deiotones,Emmot,
Cappelletti,Deiphobus,Emmota,
Capponi,Deiphonous,Emmote,
Caprara,Deipylus,Emoni,
Capraru,Delion,Emonie,
Capriati,Demades,Emony,
Caprioglio,Demaratos,Emota,
Capriotti,Demarmenos,Emulea,
Capuana,Demas,Emy,
Caracciolo,Demeas,Emylyna,
Caraccioni,Demetrios,Enara,
Caradas,Democedes,Encarnacion,
Carafa,Democoön,Endeis,
Caraffa,Demodocus,Endera,
Carandini,Demokrates,Enea,
Carangi,Demoleon,Eneka,
Caratti,Demonax,Eneritz,
Caravaggio,Demonous,Engelberga,
Carbone,Demophlos,Engelgard,
Carbonetti,Demosthenes,Engelsuit,
Carboni,Denes,Engeluuara,
Carbonneau,Denisot,Engelwara,
Carbonnel,Dennet,Engle,
Carcani,Dennie,Enmeline,
Cardei,Dennis,Enna,
Cardenas,Denny,Enota,
Cardia,Denyse,Enyo,
Cardin,Denysot,Eormengard,
Cardinale,Deon,Eormengild,
Cardon,Derek,Eos,
Cardone,Derkylos,Epham,
Cardonell,Derric,Epicaste,
Carducci,Derrick,Epicelena,
Caredda,Deryk,Epiphania,
Caree,Detlef,Eppie,
Carena,Deukalion,Erchantrudis,
Carlucci,Deunoro,Erchembrog,
Carmelengo,Deuterius,Erdaie,
Carmitru,Dexicos,Erdie,
Carnascialli,Dexios,Erdoitza,
Carnazza,Diactorides,Erdotza,
Carnera,Diadromes,Erdoza,
Carnet,Diadumenus,Ereleuva,
Carnini,Diagoras,Erelieva,
Carnossi,Diagur,Erembour,
Carnot,Dicaeus,Erembourc,
Carolus,Diccon,Eremburgis,
Caron,Dick,Ereprad,
Carone,Dicke,Erguia,
Carosi,Dicken,Eriboea,
Carotta,Dickie,Erica,
Carp,Dickon,Eriete,
Carpaccio,Dickory,Erigone,
Carparelli,Dicky,Erika,
Carpeaux,Didericus,Eriopis,
Carpeggiani,Didymus,Eriphyle,
Carpegiani,Diegotxe,Eris,
Carpentier,Dieneces,Erisenda,
Carracci,Dieter,Erkembrog,
Carrado,Diggin,Erkenbrog,
Carrara,Diggory,Erkenburoc,
Carrard,Digne,Erkenrad,
Carrat,Digory,Erkuden,
Carraz,Dimarus,Erlea,
Carrere,Diocles,Erma,
Carta,Diodoros,Ermandrud,
Cartellieri,Diodorus,Ermbourg,
Carteret,Diokles,Ermecin,
Cartier,Diomedes,Ermegarde,
Caruso,Dionisius,Ermegardis,
Carvalhal,Dionysios,Ermengard,
Casabou,Dionysophanes,Ermengarda,
Casagrande,Dionysos,Ermengarde,
Casale,Diophantus,Ermengardis,
Casamonica,Diores,Ermengart,
Casares,Diosconis,Ermenjart,
Cascarino,Dioscuros,Ermentrudis,
Cascio,Diotrephes,Ermessenda,
Casetto,Dirk,Ermeswindis,
Casiraghi,Dismas,Ermie,
Casoli,Distiratsu,Ermin,
Caspers,Dithyrambos,Ermina,
Cassard,Ditmarus,Ermingard,
Cassatt,Ditwinus,Erminia,
Cassel,Dmetor,Ermisenda,
Cassou,Dob,Ermua,
Castagna,Dobbin,Ernio,
Castagnary,Dod,Erniobe,
Castaignade,Dodd,Erpsuid,
Castang,Doddie,Erramune,
Castano,Doddy,Erramusa,
Castel,Dodge,Errasti,
